Price,Beds,Baths,Price_per_sqft,Type,Yr_Built,Zipcode,City,Sqft_lot,Sqft_liv,High_school_rating,Middle_school_rating,Elementary_School_Rating,Heating,Cooling,Fireplace,View
519950,4.0,2.75,221,Single Family Home,2019,98030,Kent,3485.0,2353.0,,,," Forced air heat,Natural gas heat",,Fireplace(s): Yes,
3150000,4.0,5.5,497,Single Family Home,1977,98177,Seattle,1.57,6338.0,,,," Electric heat,Forced air heat,Natural gas heat",,,
839950,4.0,2.5,303,Single Family Home,1977,98077,Woodinville,1.31,2770.0,9,7,7," Forced air heat,Natural gas heat",,,
359999,2.0,1.0,357,Condo/Townhome/Row Home/Co-Op,1986,98034,Kirkland,,1008.0,8,7,6," Baseboard,Wall",,Fireplace(s): Yes,
4900000,4.0,4.75,781,Single Family Home,2003,98033,Kirkland,0.29,6272.0,9,9,6," Forced air heat,Natural gas heat", Central A/C,,View: Yes
209950,2.0,1.75,196,Condo/Townhome/Row Home/Co-Op,1979,98030,Kent,5.11,1072.0,2,2,3, Wall,,Fireplace(s): Yes,View: Yes
999500,3.0,3.5,449,Single Family Home,2013,98006,Bellevue,1.24,2224.0,6,5,7," Electric heat,Heat pump", Central A/C,,View: Yes
549000,3.0,2.5,418,Single Family Home,2009,98133,Seattle,1026.0,1313.0,5,6,5," Forced Air,Wall",,Fireplace(s): Yes,
575000,2.0,1.0,278,Single Family Home,1928,98136,West Seattle,6000.0,2070.0,5,7,9, Forced Air,,Fireplace(s): Yes,
2458000,4.0,2.5,887,Single Family Home,1955,98039,Medina,0.46,2770.0,8,6,9," Electric heat,Forced air heat,Natural gas heat",,,
865000,,0.0,,1945,,98155,Lake Forest Park,0.58,,5,6,7,,,,
1250000,2.0,1.75,521,Condo/Townhome/Row Home/Co-Op,1983,98116,Seattle,,2400.0,5,7,9," Electric heat,Radiant heat",,Fireplace(s): Yes,
530000,2.0,1.0,659,Single Family Home,1943,98125,Seattle,6970.0,804.0,6,7,5," Electric heat,Forced air heat,Oil heat",,,
1370000,4.0,3.0,361,Multi-Family Home,1917,98105,Seattle,3920.0,3800.0,10,8,7," Electric heat,Forced air heat,Natural gas heat",,,
415000,3.0,1.75,346,Condo/Townhome/Row Home/Co-Op,1999,98011,Bothell,,1199.0,7,6,7," Baseboard heater(s),Electric heat,Forced air heat",,Fireplace(s): Yes,
566200,2.0,,484,2008,,98027,Issaquah,900.0,1170.0,8,7,6,,,Fireplace: Yes,
629995,2.0,2.25,470,Condo/Townhome/Row Home/Co-Op,1976,98004,Bellevue,,1340.0,8,6,7," Electric heat,Forced air heat",,Fireplace(s): Yes,
